Rank,asn_v4,AS_Name,CC,Users,country_pct,Internet_pct,Samples
3325,"AS28708","ORANGEFR-PORTAL-AS DSI mutualized internet access","FR",33847,0.06,0.0010,4718
3326,"AS14232","Cooperativa Telefnica Pinamar Ltda.","AR",33845,0.11,0.0010,5418
3327,"AS267564","FIBER TELECOM - TELECOMUNICAO DE DADOS","BR",33844,0.02,0.0010,3269
3328,"AS28698","UUNETZM-AS","ZA",33817,0.11,0.0010,804
3329,"AS158","ERI-AS - Ericsson Network Systems, Inc.","SE",33808,0.36,0.0010,2853
3330,"AS134907","BHARATVOIP-AS-IN Bharat VoIP Communications Pvt Ltd","IN",33805,0.01,0.0010,4733
3331,"AS59163","GLAU-AS-IN GLA University","IN",33726,0.01,0.0010,4722
3332,"AS268414","","BR",33668,0.02,0.0010,3252
3333,"AS7477","TEREDONN-AS-AP SkyMesh Pty Ltd","AU",33661,0.16,0.0010,2663
3334,"AS4515","ERX-STAR PCCW IMSBiz","CN",33642,0.00,0.0010,1130
3335,"AS42239","FARLINE-AS","UA",33631,0.17,0.0010,7284
3336,"AS134036","KPMGGLOBAL-AS KPMG Global Services Private Limited","IN",33598,0.01,0.0010,4704
3337,"AS10199","TATA-AS Tata Communications Ltd","IN",33598,0.01,0.0010,4704
3338,"AS31608","GAWEX-AS Plac Wolnosci 11 Szczecinek","PL",33597,0.12,0.0010,6176
3339,"AS267484","cabonnet telecomunicaces ltda","BR",33596,0.02,0.0010,3245
3340,"AS48666","AS-MAROSNET Moscow, Russia","RU",33586,0.03,0.0010,4737
3341,"AS33983","ARTMOTION-AS","AL",33564,1.82,0.0010,17542
3342,"AS264562","TEX NET SERVIOS DE COMUNICAO EM INFORMATICA LTD","BR",33554,0.02,0.0010,3241
3343,"AS134749","SPEEDTECHONLINE-AS-AP Md. Nasir Uddin TA SPEED TECH ONLINE","BD",33548,0.15,0.0010,4897
3344,"AS17480","CANL CANL","NC",33534,16.95,0.0010,1841
3345,"AS48437","MEREZHA-UA-AS","UA",33530,0.17,0.0010,7262
3346,"AS12312","ECOTEL","DE",33529,0.05,0.0010,2082
3347,"AS9781","GCS-AS-KR GREEN CABLE TELEVISION STATION","KR",33529,0.08,0.0010,3559
3348,"AS42965","NETSERVICES-AS","DE",33481,0.05,0.0010,2079
3349,"AS50625","KROSOFT-AS","PL",33472,0.12,0.0010,6153
3350,"AS2379","CENTURYLINK-LEGACY-EMBARQ-WNPK - Embarq Corporation","US",33467,0.01,0.0010,8432
3351,"AS29007","PETROTEL-AS Petrotels commercial IP network Chemikow 7, Plock Poland","PL",33466,0.12,0.0010,6152
3352,"AS327693","ECHO-SP","ZA",33438,0.11,0.0010,795
3353,"AS15305","SYRINGANETWORKS - Syringa Networks, LLC","US",33431,0.01,0.0010,8423
3354,"AS135207","CLOUDNET-AS Cloudnet Communications Pvt Ltd","IN",33426,0.01,0.0010,4680
3355,"AS134201","MDM-AS-AP Metaphor Digital Media","BD",33404,0.15,0.0010,4876
3356,"AS53152","THS Provider Servios de Comunicao Multimdia LT","BR",33399,0.02,0.0010,3226
3357,"AS42322","LLC-ZHANR-AS","RU",33395,0.03,0.0010,4710
3358,"AS37588","Stratus","NG",33384,0.04,0.0010,609
3359,"AS48574","ASN-CZ-PLANET-A-48574","CZ",33359,0.35,0.0010,3321
3360,"AS58369","FIBERNET-AS-ID PT. Fiber Networks Indonesia","ID",33349,0.06,0.0010,9374
3361,"AS30325","SSTC-NET-1 - South Slope Cooperative Telephone Company","US",33312,0.01,0.0010,8393
3362,"AS35444","DIGICOMALBANIA-AS Digicom Albania","AL",33304,1.81,0.0010,17406
3363,"AS8641","NAUKANET-AS","RU",33267,0.03,0.0010,4692
3364,"AS40993","ALTAIRTULA-AS (former LLC Altair)","RU",33267,0.03,0.0010,4692
3365,"AS12754","COOLNET","PS",33258,1.03,0.0010,1789
3366,"AS48327","REY-SVYAZ-AS","RU",33246,0.03,0.0010,4689
3367,"AS3999","PENN-STATE - The Pennsylvania State University","US",33217,0.01,0.0010,8369
3368,"AS52862","Redenilf Servios de Telecomunicaes Ltda","BR",33213,0.02,0.0010,3208
3369,"AS135420","MEDIAONLINE-AS-AP Media Online","BD",33205,0.15,0.0010,4847
3370,"AS33616","CO-MO-COMM - Co-Mo Comm Inc","US",33201,0.01,0.0010,8365
3371,"AS266269","MV TELECOM","BR",33192,0.02,0.0010,3206
3372,"AS42947","SKYNETLINK-AS","ES",33178,0.09,0.0010,3367
3373,"AS134306","MINDC26-AS Mothersonsumi INfotech and Designs Ltd.","IN",33176,0.01,0.0010,4645
3374,"AS52468","UFINET PANAMA S.A.","CR",33157,1.18,0.0010,6864
3375,"AS263346","Fonte Informatica ltda","BR",33151,0.02,0.0010,3202
3376,"AS16285","ASN-UMN Technicheskaya Str.18b, Yekaterinburg, Russia","RU",33147,0.03,0.0010,4675
3377,"AS30612","EAGLE-9-AS - Eagle Communications, Inc.","US",33110,0.01,0.0010,8342
3378,"AS37183","UTANDE","ZA",33102,0.11,0.0010,787
3379,"AS263268","VITORINO NET LTDA","BR",33099,0.02,0.0010,3197
3380,"AS35205","RFT-BRANDENBURG","DE",33094,0.05,0.0010,2055
3381,"AS64043","EUROTELBD-ONLINE-LTD-BD S.M. ZAKIR HOSSAIN ta EUROtelbd Online Ltd.","BD",33082,0.15,0.0010,4829
3382,"AS22411","WIGO S.A.","PE",33066,0.25,0.0010,5442
3383,"AS10226","ETL-IX-AS-AP Enterprise of Telecommunications Lao","LA",33055,2.99,0.0010,6214
3384,"AS327776","Stature-PTY-LTD","BW",33050,6.53,0.0010,2970
3385,"AS265080","AD TELECOM","BR",33047,0.02,0.0009,3192
3386,"AS41334","MANCHE-TELECOM-AS","FR",33030,0.06,0.0009,4604
3387,"AS43708","METRONET","CZ",33028,0.35,0.0009,3288
3388,"AS21230","MNET-","BG",33015,0.81,0.0009,18086
3389,"AS7004","CTC Transmisiones Regionales S.A.","CL",32997,0.23,0.0009,4686
3390,"AS53121","Infornet Consultoria e Assessoria Ltda","BR",32995,0.02,0.0009,3187
3391,"AS12112","HICKORYTECH - HickoryTech Corporation","US",32967,0.01,0.0009,8306
3392,"AS33763","Paratus-Telecom","NA",32938,8.02,0.0009,4770
3393,"AS137690","","CN",32928,0.00,0.0009,1106
3394,"AS54600","PEGTECHINC - PEG TECH INC","CN",32928,0.00,0.0009,1106
3395,"AS201770","SYMACOM-AS","FR",32915,0.06,0.0009,4588
3396,"AS35567","DASTO-BOSNIA-AS","BA",32903,1.53,0.0009,12955
3397,"AS138147","","PH",32893,0.07,0.0009,3816
3398,"AS35511","IWAN1-AS","RU",32892,0.03,0.0009,4639
3399,"AS262617","UWBR VOX Telecomunicaes SA","BR",32881,0.02,0.0009,3176
3400,"AS21056","ASN-WELCOMEITALIA","IT",32849,0.08,0.0009,5265
3401,"AS50685","UNITED-NETWORKS-AS","BY",32848,0.57,0.0009,5801
3402,"AS50231","SYRION-AS","PL",32830,0.12,0.0009,6035
3403,"AS10991","CAPGE-HOSTING-MRO - Capgemini U.S. LLC","SE",32824,0.35,0.0009,2770
3404,"AS24207","EXPRESSNET-AS-ID PT NettoCyber Indonesia","ID",32801,0.06,0.0009,9220
3405,"AS27879","Informtica y Telecomunicaciones S.A.","AR",32796,0.11,0.0009,5250
3406,"AS12208","TRUVISTA - TruVista Communications","US",32788,0.01,0.0009,8261
3407,"AS58736","DFLL-BD Dhaka Fiber Link Ltd.","BD",32787,0.15,0.0009,4786
3408,"AS31287","IPACCT-AS","BG",32771,0.80,0.0009,17952
3409,"AS38174","CAPGEMINI-MUMBAI-AS Capgemini India Pvt Ltd","IN",32762,0.01,0.0009,4587
3410,"AS17479","CMU-TH-AP Chiang Mai University","TH",32753,0.11,0.0009,5005
3411,"AS3491","BTN-ASN - PCCW Global, Inc.","CN",32749,0.00,0.0009,1100
3412,"AS135341","MS-AS-AP Orange Communication","BD",32739,0.15,0.0009,4779
3413,"AS55574","PRODAPT-IN # 9 Seshardi Road","IN",32712,0.01,0.0009,4580
3414,"AS8103","STATE-OF-FLA - Florida Department of Management Services - Technology Program","US",32697,0.01,0.0009,8238
3415,"AS16397","EQUINIX BRASIL SP","BR",32695,0.02,0.0009,3158
3416,"AS263581","INFOWAY COMERCIO DE INFORM E TELECOMUNICACOES LTDA","BR",32685,0.02,0.0009,3157
3417,"AS36986","AINET","ZW",32673,0.90,0.0009,1761
3418,"AS24477","NETAPPAS Network Appliance ASIAPAC","IN",32669,0.01,0.0009,4574
3419,"AS30193","LAUSD-AS - Los Angeles Unified School District","US",32641,0.01,0.0009,8224
3420,"AS202561","","TR",32641,0.07,0.0009,13605
3421,"AS16342","TOYA TOYA Sp. z o.o.","PL",32634,0.12,0.0009,5999
3422,"AS262262","METRONET","HN",32586,1.59,0.0009,7131
3423,"AS43118","EAW-AS East and West Network","PL",32580,0.12,0.0009,5989
3424,"AS61154","INTEGRADESIGN","PL",32574,0.12,0.0009,5988
3425,"AS35063","TKCHOPIN-AS","PL",32558,0.12,0.0009,5985
3426,"AS135761","ULNPLSUM-AS Userlinks Netcom Pvt. Ltd.","IN",32548,0.01,0.0009,4557
3427,"AS27751","Neunet S.A.","AR",32527,0.10,0.0009,5207
3428,"AS12767","PRAGONET-AS","CZ",32525,0.35,0.0009,3238
3429,"AS131284","ETISALATAFG-AS-AP Etisalat Afghan","ZA",32513,0.11,0.0009,773
3430,"AS41929","SISTEMY-SVYAZI-AS","RU",32509,0.03,0.0009,4585
3431,"AS55814","SINETISP-IN Siliguri Internet  Cable TV Pvt. Ltd.","IN",32491,0.01,0.0009,4549
3432,"AS38901","EZECOM-AS-AP EZECOM limited","KH",32484,1.78,0.0009,27302
3433,"AS262634","LEMOS E MORAIS LTDA.","BR",32478,0.02,0.0009,3137
3434,"AS30886","KOMITEX-AS","UA",32472,0.17,0.0009,7033
3435,"AS61893","RM dos Santos Informatica","BR",32426,0.02,0.0009,3132
3436,"AS262537","DataSafeIT Solues em Tecnologia","BR",32405,0.02,0.0009,3130
3437,"AS136395","EXPERT-AS-AP Mahfujul Haque ta Expert Online","BD",32390,0.15,0.0009,4728
3438,"AS135582","GCC-AS-AP Galaxy Cable Corp.","PH",32384,0.07,0.0009,3757
3439,"AS25576","AFMIC","EG",32366,0.10,0.0009,1676
3440,"AS61908","Nova Net Telecomunicaes Ltda","BR",32364,0.02,0.0009,3126
3441,"AS51351","ASOSKNET","RU",32331,0.03,0.0009,4560
3442,"AS37164","ZAIN-","SL",32298,17.14,0.0009,5024
3443,"AS23624","CHUKAI Chukai Television Co,.Ltd.","JP",32283,0.03,0.0009,1954
3444,"AS10001","MICSNET Mics Network Corporation","JP",32283,0.03,0.0009,1954
3445,"AS50500","BITARISP2016","LB",32276,0.70,0.0009,5402
3446,"AS9937","DELTANET-AS-AP Delta Networks","PK",32266,0.09,0.0009,4122
3447,"AS38546","CONJOINIX-AS CONJOINIX TECHNOLOGIES PVT. LTD.","IN",32262,0.01,0.0009,4517
3448,"AS262720","MELO TELECOMUNICACOES LTDA","BR",32239,0.02,0.0009,3114
3449,"AS36988","Africell-Lintel","SL",32202,17.09,0.0009,5009
3450,"AS38625","CJONLINE CJONLINE ISP India","IN",32169,0.01,0.0009,4504
3451,"AS25386","INTERTELECOM-AS","UA",32163,0.17,0.0009,6966
3452,"AS33894","RIKT-AS","RU",32154,0.03,0.0009,4535
3453,"AS264477","FLIX TELECOM","BR",32136,0.02,0.0009,3104
3454,"AS17530","NNS Nihon Network Service Co, .Ltd.","JP",32134,0.03,0.0009,1945
3455,"AS23576","NHN-AS-KR NBP","KR",32126,0.07,0.0009,3410
3456,"AS16509","AMAZON-02 - Amazon.com, Inc.","IN",32098,0.01,0.0009,4494
3457,"AS28745","SUTTK-AS","RU",32097,0.03,0.0009,4527
3458,"AS37271","Workonline","ZA",32092,0.11,0.0009,763
3459,"AS18429","EXTRALAN-TW Extra-Lan Technologies Co., LTD","TW",32081,0.17,0.0009,9107
3460,"AS26617","Navega.com S.A.","SV",32050,1.30,0.0009,5138
3461,"AS59931","LEBOL-AS","LB",32025,0.69,0.0009,5360
3462,"AS13585","Power VT S.A.","AR",32003,0.10,0.0009,5123
3463,"AS53147","FONTES SOLUCOES TECNOLOGICAS LTDA","BR",31981,0.02,0.0009,3089
3464,"AS59625","KOREK","IT",31976,0.08,0.0009,5125
3465,"AS31399","DAIMLER-AS ITIGN Global Network","DE",31967,0.04,0.0009,1985
3466,"AS263611","ZUM TELECOM LTDA- ME","BR",31950,0.02,0.0009,3086
3467,"AS10670","COMPANHIA DE TECNOLOGIA DA INFORMAO ESTADO MG","BR",31950,0.02,0.0009,3086
3468,"AS4983","INTEL-SC-AS - Intel Corporation","MY",31944,0.14,0.0009,5201
3469,"AS52664","IHNOVECOM TELECOMUNICACOES E SERVICOS LTDA","BR",31939,0.02,0.0009,3085
3470,"AS265197","so miguel telecomunicaes e informatica ltda - m","BR",31939,0.02,0.0009,3085
3471,"AS55511","VLL-AS-AP Vimpelcom Lao Co Ltd","LA",31922,2.89,0.0009,6001
3472,"AS45557","VNTT-AS-VN Vietnam Technology and Telecommunication JSC","VN",31914,0.06,0.0009,4772
3473,"AS263421","NR Telecom EIRELI - ME","BR",31898,0.02,0.0009,3081
3474,"AS53169","Tche Turbo Provedor de Internet LTDA","BR",31877,0.02,0.0009,3079
3475,"AS328198","BLUECRANE","UG",31872,0.37,0.0009,492
3476,"AS137282","KIITUNIVERSITY-AS-AP KIIT University","IN",31862,0.01,0.0009,4461
3477,"AS264150","GIGAFLEX TELECOM","BR",31856,0.02,0.0009,3077
3478,"AS137403","SALTSYNC-AS-AP Sync Communication","BD",31842,0.14,0.0009,4648
3479,"AS20473","AS-CHOOPA - Choopa, LLC","GB",31792,0.05,0.0009,3882
3480,"AS31724","SVYAZIST-AS","RU",31778,0.03,0.0009,4482
3481,"AS135310","INSPIREBROADBAND-AS-AP Inspire Broadband Limited","BD",31773,0.14,0.0009,4638
3482,"AS23465","NUTELECOM - NU-Telecom","US",31740,0.01,0.0009,7997
3483,"AS137443","ANCHGLOBAL-AS-AP Anchnet Asia Limited","CN",31737,0.00,0.0009,1066
3484,"AS9387","AUGERE-PK AUGERE-Pakistan","PK",31733,0.09,0.0009,4054
3485,"AS137498","","BD",31726,0.14,0.0009,4631
3486,"AS138454","","BD",31691,0.14,0.0009,4626
3487,"AS28252","WorldNet Telecom Comercio e Servios de Telecomuni","BR",31680,0.02,0.0009,3060
3488,"AS39354","INIT-MGNT-","LT",31677,1.43,0.0009,5725
3489,"AS5602","Internet Service Provider","IT",31651,0.08,0.0009,5073
3490,"AS40545","EACC - Empire Access","US",31645,0.01,0.0009,7973
3491,"AS199995","OT-AS","UA",31632,0.16,0.0009,6851
3492,"AS131207","SINET-KH SINET, Cambodias specialist Internet and Telecom Service Provider.","KH",31613,1.73,0.0009,26570
3493,"AS134293","KUTCHTELELINK-AS-IN Kutch Telelink Private Limited","IN",31576,0.01,0.0009,4421
3494,"AS21430","WIA-AS","CZ",31551,0.34,0.0009,3141
3495,"AS28038","SAN LUIS CTV S.A.","AR",31540,0.10,0.0009,5049
3496,"AS263751","CASAVISION, S.A.","NI",31497,2.56,0.0009,5672
3497,"AS137074","RISE-AS-AP Responsible Internet Sustainability Effort","PH",31496,0.07,0.0009,3654
3498,"AS136969","KKNETWROK-AS-AP KK Networks (Pvt) Ltd.","PK",31483,0.09,0.0009,4022
3499,"AS40317","PEOPLESCOMMUNICATIONS - Peoples Communications Inc.","US",31478,0.01,0.0009,7931
3500,"AS205016","HERNLABS","US",31474,0.01,0.0009,7930
3501,"AS137048","X-LINKBD-AS-AP X-LINK LIMITED","BD",31465,0.14,0.0009,4593
3502,"AS56709","ST-WIST-AS","PL",31459,0.11,0.0009,5783
3503,"AS24852","VINITA","LT",31456,1.42,0.0009,5685
3504,"AS200185","XANDMAIL-ASN","DE",31452,0.04,0.0009,1953
3505,"AS3839","ERX-CHULANET Chulalongkorn University","TH",31444,0.11,0.0009,4805
3506,"AS52999","STARTNET COMERCIO E SERVICOS DE INFORMATICA LTDA","BR",31422,0.02,0.0009,3035
3507,"AS42148","BEIREL-AS","RU",31410,0.03,0.0009,4430
3508,"AS205906","SCIS-AS","IQ",31406,0.60,0.0009,14785
3509,"AS200052","FERAL Feral Hosting","DE",31403,0.04,0.0009,1950
3510,"AS49455","UPC-AS","NO",31399,0.59,0.0009,2931
3511,"AS21574","Century Telecom Ltda","BR",31390,0.02,0.0009,3032
3512,"AS262504","Nova Rede de Telecomunicaes Ltda","BR",31390,0.02,0.0009,3032
3513,"AS58243","TELEAG","DE",31387,0.04,0.0009,1949
3514,"AS135025","NEXLOGIC-AS-AP Nexlogic Telecommunications Network, Inc.","PH",31384,0.07,0.0009,3641
3515,"AS55423","JASTEL-NETWORK-TH-IDC-AP JasTel Network","TH",31379,0.11,0.0009,4795
3516,"AS37266","AMOBIA-ASN","ZA",31335,0.10,0.0009,745
3517,"AS135733","SPEARHEAD-AS SPEARHEAD LIFESTYLE INDIA PRIVATE LIMITED","IN",31319,0.01,0.0009,4385
3518,"AS134246","WELCO-AS-IN WELCO INFOTECH PVT LIMITED","IN",31312,0.01,0.0009,4384
3519,"AS265217","Ambrosio de Araujo Barros - Me","BR",31308,0.02,0.0009,3024
3520,"AS20473","AS-CHOOPA - Choopa, LLC","SG",31260,0.65,0.0009,9234
3521,"AS32867","LLI-BLK1 - Long Lines Internet","US",31256,0.01,0.0009,7875
3522,"AS29582","SATCOM-AS","BG",31243,0.76,0.0009,17115
3523,"AS42291","ISTRANET-AS Istranet LLC AS","RU",31240,0.03,0.0009,4406
3524,"AS265194","Arlindo Francisco de Souza Junior ME","BR",31214,0.02,0.0009,3015
3525,"AS393552","COL-LPC - Longmont Power  Communications","US",31201,0.01,0.0009,7861
3526,"AS37512","IPX-Intl","GQ",31199,11.05,0.0009,1074
3527,"AS42739","FONE-ASN","PL",31192,0.11,0.0009,5734
3528,"AS51684","ASIACELL","AM",31180,2.13,0.0009,8008
3529,"AS210","WEST-NET-WEST - Utah Education Network","US",31165,0.01,0.0009,7852
3530,"AS133248","THESKYINTERNET-AS-IN THE SKY INTERNET","IN",31162,0.01,0.0009,4363
3531,"AS40029","NOVUS-3 - Novus Entertainment Inc.","CA",31147,0.09,0.0009,4386
3532,"AS47394","ASC-AL-AS","AL",31127,1.69,0.0009,16268
3533,"AS28124","NETELL TELECOMUNICACOES LTDA","BR",31121,0.02,0.0009,3006
3534,"AS262642","NETCELL TELECOM","BR",31111,0.02,0.0009,3005
3535,"AS38657","WAWB-AS-AP WAWB Pty Ltd","AU",31108,0.15,0.0009,2461
3536,"AS263717","SOL TELECOMUNICACIONES S.A.","PY",31086,0.95,0.0009,3524
3537,"AS24514","MYREN-MY Malaysian Research  Education Network","MY",31084,0.14,0.0009,5061
3538,"AS137568","","BD",31034,0.14,0.0009,4530
3539,"AS264598","DELTA TELECOMUNICACAO LTDA - ME","BR",31028,0.02,0.0009,2997
3540,"AS266725","SOLUTION LAN S.A","AR",31009,0.10,0.0009,4964
3541,"AS18134","KITANET Jupiter Telecommunications Co., Ltd.","JP",30994,0.03,0.0009,1876
3542,"AS202632","TXTV","BA",30993,1.44,0.0009,12203
3543,"AS12355","HAMCOM-DE Hamm, Germany","DE",30985,0.04,0.0009,1924
3544,"AS136643","NETRAJ-AS-IN Net-raj Technology Pvt Ltd Opc","IN",30984,0.01,0.0009,4338
3545,"AS52980","Netion Solues em Internet Via Rdio Ltda.","BR",30976,0.02,0.0009,2992
3546,"AS262304","Win Time Informatica Ltda.","BR",30956,0.02,0.0009,2990
3547,"AS52771","Giga Byte Prod. e Serv. Inform. Ltda","BR",30956,0.02,0.0009,2990
3548,"AS6768","EUROTEL-AS","UA",30916,0.16,0.0009,6696
3549,"AS197296","MAXTEL","CZ",30908,0.33,0.0009,3077
3550,"AS135193","GIGATEL Gigatel Networks Private Limited","IN",30891,0.01,0.0009,4325
3551,"AS135699","STNINFO-AS Stn Infotech Pvt. Ltd.","IN",30876,0.01,0.0009,4323
3552,"AS22799","DCC - Delta Cable Communications Ltd.","CA",30863,0.09,0.0009,4346
3553,"AS3389","FORDSRL-AS - Ford Motor Company","US",30859,0.01,0.0009,7775
3554,"AS48006","LANGATE-NET INFOCOM","UA",30843,0.16,0.0009,6680
3555,"AS262818","g j pereira","BR",30842,0.02,0.0009,2979
3556,"AS9971","DONGDAEMUNCABLEINTERNET-AS-KR TBROAD Dongdaemun cable networks,Inc.","KR",30835,0.07,0.0009,3273
3557,"AS131322","YTCL-AS-AP Yatanarpon Teleport Company Limited","MM",30782,2.27,0.0009,8956
3558,"AS17716","NTU-TW National Taiwan University","TW",30771,0.16,0.0009,8735
3559,"AS11979","BLUENET - Bluegrass Network LLC","US",30764,0.01,0.0009,7751
3560,"AS16433","NCTC-ISP - North Central Communications","US",30760,0.01,0.0009,7750
3561,"AS51150","SOLIDSYSTEMS-AS","RU",30722,0.03,0.0009,4333
3562,"AS136297","VISIONHI-AS-IN Vision Hi-speed Technology Pvt.ltd.","IN",30719,0.01,0.0009,4301
3563,"AS23383","METRORED S.A. DE C.V.","HN",30667,1.50,0.0009,6711
3564,"AS327781","VANGIBUZZ","ZA",30662,0.10,0.0009,729
3565,"AS62044","ZSCALER-EMEA","DK",30658,0.55,0.0009,2576
3566,"AS199833","UGSELHOZ-AS","RU",30651,0.03,0.0009,4323
3567,"AS53189","Toque Telecom Ltda","BR",30645,0.02,0.0009,2960
3568,"AS43494","MK-NOV-AS","MK",30628,2.12,0.0009,8147
3569,"AS134437","THESKYTRADERSPVTGM-AS-AP Orange Communication (The Sky Traders Ltd)","BD",30602,0.14,0.0009,4467
3570,"AS202940","ITCNG ITC NG BGP AS number","MD",30578,1.58,0.0009,4434
3571,"AS328148","ADIE-AS","SN",30563,0.78,0.0009,5287
3572,"AS263347","CEDNET PROVEDOR INTERNET","BR",30552,0.02,0.0009,2951
3573,"AS8894","NICE-AS","IL",30548,0.49,0.0009,4198
3574,"AS263687","Tucuman BBS S.R.L.","AR",30547,0.10,0.0009,4890
3575,"AS24559","GMOBILE-MN G-Mobile Corporation","MN",30540,2.72,0.0009,10288
3576,"AS34887","CIRT-AS","RU",30538,0.03,0.0009,4307
3577,"AS37014","Mascom-Wireless-Botswana","BW",30535,6.03,0.0009,2744
3578,"AS55745","NEDA-AS-AP Neda Telecommunications","AF",30529,1.21,0.0009,2423
3579,"AS29396","UNET Unet Network, The Netherlands","NL",30529,0.19,0.0009,3164
3580,"AS198193","ASN-TCABLE","ES",30527,0.08,0.0009,3098
3581,"AS53347","PREMIER-COMMUNICATIONS - Premier Communications","US",30526,0.01,0.0009,7691
3582,"AS265705","HUGHES DE COLOMBIA S.A.S.","CO",30518,0.11,0.0009,4733
3583,"AS1756","HAMYAR-AS","IR",30514,0.08,0.0009,1736
3584,"AS134841","IBCCL-AS-AP Rana Javed Kabir ta Interpid Broadband Communication Company Ltd.","BD",30513,0.14,0.0009,4454
3585,"AS132960","MNET-AS Mukand Infotel Pvt Ltd.","IN",30512,0.01,0.0009,4272
3586,"AS52195","AP-MEDIA-AS","PL",30512,0.11,0.0009,5609
3587,"AS56634","ASFLYTECH","RU",30509,0.03,0.0009,4303
3588,"AS42518","UNETCOM-AS","RU",30509,0.03,0.0009,4303
3589,"AS11215","LOGIXCOMM-AS - Logix","US",30498,0.01,0.0009,7684
3590,"AS13807","GREAT-PLAINS-COMMUNICATIONS - GREAT PLAINS COMMUNICATIONS INC","US",30482,0.01,0.0009,7680
3591,"AS53122","super midia tv a cabo ltda","BR",30479,0.02,0.0009,2944
3592,"AS13825","TROYCABLE-NET - Troy Cablevision, Inc.","US",30474,0.01,0.0009,7678
3593,"AS38562","IOLBD-AS Innovative Online Limited","BD",30472,0.14,0.0009,4448
3594,"AS28843","DAUTKOM-AS The SIA DauTKom TV serve customers of cable network, an internet service provider in Latvia, serving mainly private type customers.","LV",30472,2.09,0.0009,4848
3595,"AS48470","JSCMTUKRISTALL-AS","RU",30460,0.03,0.0009,4296
3596,"AS264288","Lenilson Francisco da Silva","BR",30459,0.02,0.0009,2942
3597,"AS26727","BBTEL - Brandenburg Telephone Company","US",30454,0.01,0.0009,7673
3598,"AS134335","AIRCONNECT-AS Air Connect Internet Services Pvt ltd","IN",30441,0.01,0.0009,4262
3599,"AS37425","Somcable","SO",30428,11.52,0.0009,23467
3600,"AS265066","Conect Provedor de Acesso a Internet Ltda Me","BR",30428,0.02,0.0009,2939
3601,"AS60496","KR-ROSTOV","RU",30417,0.03,0.0009,4290
3602,"AS23885","ORACLEV6-AS-AP Oracle Corporation","JP",30416,0.03,0.0009,1841
3603,"AS328212","The-University-Of-Cape-Coast-AS","GH",30386,0.36,0.0009,3635
3604,"AS28667","NETWORK TELECOMUNICACOES LTDA","BR",30386,0.02,0.0009,2935
3605,"AS58912","CTSL-BD Progressive Tower (1st Floor)","BD",30383,0.14,0.0009,4435
3606,"AS47027","SEASIDE-COMM - Seaside Communications, Inc.","CA",30352,0.09,0.0009,4274
3607,"AS14928","ADAMS-CATV - Adams CATV, Inc","US",30315,0.01,0.0009,7638
3608,"AS19009","ONECLEVELAND - OneCleveland","US",30307,0.01,0.0009,7636
3609,"AS262220","HV TELEVISION S.A.S","CO",30299,0.11,0.0009,4699
3610,"AS268360","","BR",30293,0.02,0.0009,2926
3611,"AS8075","MICROSOFT-CORP-MSN-AS-BLOCK - Microsoft Corporation","KR",30288,0.07,0.0009,3215
3612,"AS328038","Hitec-Sure-AS","ZA",30283,0.10,0.0009,720
3613,"AS51813","DARTEL","RU",30282,0.03,0.0009,4271
3614,"AS136308","DEENET-AS Deenet Services Pvt Ltd","IN",30269,0.01,0.0009,4238
3615,"AS28538","Cablemas Telecomunicaciones SA de CV","MX",30255,0.05,0.0009,6124
3616,"AS60203","INNOVASUR-AS","ES",30241,0.08,0.0009,3069
3617,"AS33762","WBS","ZA",30241,0.10,0.0009,719
3618,"AS135405","TMHTTWTL-AS-AP WELINK","MM",30239,2.23,0.0009,8798
3619,"AS34754","TELNET-AS Bulgaria, Veliko Tarnovo","BG",30221,0.74,0.0009,16555
3620,"AS52932","Tecnowireless Telecom Ltda","BR",30210,0.02,0.0009,2918
3621,"AS35843","AS-SCL - Source Cable Ltd.","CA",30210,0.09,0.0009,4254
3622,"AS21949","BEANFIELD - Beanfield Technologies Inc.","CA",30195,0.09,0.0009,4252
3623,"AS266802","","EC",30185,0.41,0.0009,4649
3624,"AS15011","JAGUAR-1 - Jaguar Communications","US",30173,0.01,0.0009,7602
3625,"AS264245","Turkeynet Ltda.","BR",30169,0.02,0.0009,2914
3626,"AS37102","CIELUX-RDC","CD",30151,0.90,0.0009,583
3627,"AS48166","FORTEX-AS","RU",30148,0.03,0.0009,4252
3628,"AS53231","GRUPOHOST COMUNICACAO MULTIMIDIA LTDA","BR",30107,0.02,0.0009,2908
3629,"AS21571","MLS Wireless SA","BR",30096,0.02,0.0009,2907
3630,"AS37381","VIPNET","CI",30083,0.54,0.0009,2371
3631,"AS263520","VOA TELECOMUNICACOES EIRELI - EPP","BR",30076,0.02,0.0009,2905
3632,"AS263224","EMPRESA DE TELECOMUNICACIONES MULTIMEDIA ALFA","PE",30059,0.22,0.0009,4947
3633,"AS45780","BROADBANDSOLUTIONS-AS-AP Broadband Solutions Pty Ltd","AU",30059,0.14,0.0009,2378
3634,"AS12033","ASN-ANW - Adams NetWorks, Inc.","US",30057,0.01,0.0009,7573
3635,"AS55387","RMGR-MIX Japan Communication Inc.","JP",30052,0.03,0.0009,1819
3636,"AS52286","Columbus Networks Guatemala","GT",30046,0.65,0.0009,3068
3637,"AS34825","ONAVO","US",30042,0.01,0.0009,7569
